Time[ps];Energy;the_rest_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_RMSDs[A]:CA;____Backbone;__HeavyAtoms
0.000;-2443438.453;52171.118;32761.619;181417.715;406.801;-3126776.658;416580.952;80.892;-119.673;-119.334;-90.348;5.676;-147.743;-86.368;38.872;-80.907;-174.791;-130.923;105.057;-179.952;-34.671;-124.563;-147.664;-86.441;-65.676;-109.450;-111.548;77.833;-111.491;-76.707;162.681;130.975;-38.212;-59.792;-57.469;-82.540;-66.166;-54.307;-111.392;173.148;-170.741;-165.266;65.789;122.188;-69.023;-119.634;-75.247;-87.307;-67.743;-115.750;-116.153;12.878;-93.619;-93.365;85.387;-176.918;-54.739;-64.195;-60.958;-121.268;-91.081;-133.090;-170.161;25.480;-141.138;-120.855;138.326;-171.839;-21.720;-119.205;-150.252;-73.155;-65.344;-103.738;-113.485;166.648;-114.915;-89.166;129.195;178.319;-102.282;-139.577;-126.031;-142.348;-149.235;-75.196;-120.087;168.405;-173.816;13.919;94.169;159.215;-90.453;-119.849;-129.088;-54.064;-146.699;-105.882;-177.477;-165.822;-139.715;0.562;0.626;0.776
100.000;-1912231.718;162186.850;97519.454;184114.678;1237.587;-2669222.723;311932.437;104.320;-151.843;-119.840;-83.194;-76.763;-83.090;-98.226;63.682;-102.439;176.273;-129.400;105.832;179.733;-57.290;-115.170;-145.997;-75.782;-76.955;-80.311;-124.285;61.798;-85.420;-92.587;165.946;107.417;22.086;-67.328;-71.411;-77.834;-74.102;-58.449;-111.368;178.691;-176.227;175.945;62.070;121.343;-77.127;-108.690;-67.753;-63.328;-73.523;-107.303;-92.277;-58.176;-55.996;-100.970;80.741;179.381;-68.939;-66.443;-65.099;-90.631;-114.403;-95.056;165.695;-35.863;-166.379;-90.808;152.850;-168.789;-14.119;-105.064;-142.760;-60.457;-73.119;-106.221;-121.467;-143.012;-145.410;-92.496;115.867;160.793;-87.999;-128.150;-142.189;-86.689;-172.721;-86.992;-127.986;53.412;-107.884;63.296;93.721;159.593;-89.129;-130.104;-137.265;-66.976;-122.768;-84.332;171.215;-139.549;-158.291;1.673;1.699;2.014
200.000;-1905594.756;155967.175;94017.111;183835.350;1293.589;-2644380.624;303672.642;104.207;-160.311;-119.349;-78.086;-68.939;-84.437;-99.199;63.499;-116.028;-174.649;-139.753;105.403;-171.757;-62.848;-109.457;-152.290;-75.289;-64.448;-92.226;-104.267;64.501;-117.173;-74.487;-176.981;81.947;34.595;-76.697;-65.862;-92.949;-63.454;-52.492;-108.947;170.797;-177.432;-171.068;64.636;137.017;-77.699;-93.159;-71.941;-57.821;-82.736;-103.913;-86.884;15.727;-141.036;-88.157;77.534;159.508;-57.044;-66.600;-59.266;-95.462;-112.829;-100.667;151.421;-44.377;-161.807;-74.526;158.677;-164.688;-36.917;-97.480;-132.454;-49.560;-69.771;-123.831;-124.279;-146.294;-147.642;-79.438;98.658;153.345;-81.466;-122.785;-152.134;-111.112;-157.755;-80.334;-95.999;54.737;-135.898;163.778;73.589;145.268;-68.823;-133.957;-132.712;-71.368;-108.834;-107.377;-179.529;-105.980;-136.715;1.876;1.897;2.185
300.000;-1900004.444;151763.571;93606.130;184249.348;1124.441;-2632705.067;301957.133;110.193;-161.973;-123.210;-101.291;-63.788;-85.830;-85.721;49.384;-114.175;-177.036;-142.945;94.429;-164.087;-49.767;-126.336;-135.422;-73.481;-62.117;-104.482;-85.453;50.878;-99.837;-78.713;176.155;100.264;25.912;-71.485;-65.464;-85.938;-66.347;-64.593;-116.027;176.764;-178.854;178.322;66.394;130.513;-82.891;-81.725;-72.185;-87.268;-70.638;-89.370;-83.367;11.182;-116.264;-106.881;77.550;172.550;-62.859;-68.337;-67.439;-101.038;-120.795;-94.235;154.254;-64.784;-144.972;-69.839;158.297;-162.364;-38.930;-114.583;-112.092;-42.772;-71.731;-101.266;-108.243;-106.605;-160.251;-88.475;64.290;156.680;-89.704;-133.544;-153.851;-101.925;-162.127;-73.011;-98.928;42.763;-131.299;-170.738;55.768;158.440;-67.059;-125.323;-130.297;-78.527;-101.035;-99.626;-172.999;-109.186;-90.653;2.153;2.170;2.518
400.000;-1896174.253;151924.736;92223.520;184444.409;1261.942;-2621303.187;295274.328;81.448;-152.240;-120.943;-85.005;-67.198;-81.565;-91.234;52.928;-105.479;-170.512;-148.521;107.131;-178.674;-65.113;-100.135;-153.429;-71.860;-70.659;-85.506;-98.446;45.044;-101.838;-77.502;173.304;103.295;24.821;-75.588;-59.577;-72.365;-63.504;-68.853;-113.692;176.207;-169.729;173.881;56.788;155.424;-83.363;-100.300;-65.224;-73.680;-74.758;-91.947;-78.332;2.199;-115.488;-116.716;85.506;169.675;-56.073;-66.280;-63.402;-123.116;-92.672;-103.990;166.251;-59.204;-154.761;-76.017;160.035;-170.228;-49.586;-115.279;-121.523;-61.051;-60.404;-94.641;-104.764;-101.554;-155.324;-102.055;68.878;137.451;-88.383;-124.274;-147.257;-112.860;-161.705;-72.844;-90.545;53.376;-150.152;169.481;71.455;150.504;-62.681;-115.262;-116.626;-61.040;-115.424;-104.312;172.099;-128.568;-123.059;2.323;2.338;2.680
500.000;-1896331.204;152486.832;92406.940;184584.277;1155.031;-2622891.140;295926.857;82.146;-164.822;-115.436;-91.377;-65.410;-90.726;-95.409;55.060;-117.476;-175.786;-135.021;99.034;-159.225;-66.421;-107.267;-143.730;-73.127;-73.359;-97.346;-101.345;41.567;-96.762;-86.936;-178.985;107.053;39.916;-91.382;-70.222;-76.181;-71.636;-66.817;-111.860;-168.534;172.294;165.111;67.073;151.656;-66.563;-92.903;-67.408;-79.120;-76.563;-86.075;-77.175;-4.682;-100.366;-130.675;91.600;166.463;-68.794;-68.287;-71.886;-92.812;-107.241;-106.767;164.158;-55.100;-150.836;-74.280;144.717;-157.261;-37.326;-98.885;-104.568;-61.364;-68.196;-93.400;-101.385;-88.484;-156.097;-127.840;76.836;120.739;-76.330;-132.140;-142.831;-117.009;-171.670;-74.089;-86.553;47.987;-144.280;179.815;52.957;170.387;-82.888;-99.621;-112.758;-81.399;-114.570;-103.828;179.450;-97.817;-84.643;2.716;2.732;3.010
600.000;-1894724.115;153415.862;92287.644;184115.451;1134.828;-2618011.832;292333.932;89.514;-166.470;-120.931;-102.813;-46.226;-92.509;-105.018;59.628;-98.092;171.785;-132.308;88.348;-160.579;-56.268;-112.126;-145.487;-64.243;-72.031;-99.905;-95.947;57.282;-102.418;-80.325;162.540;115.352;37.344;-89.371;-59.990;-71.010;-73.563;-60.945;-111.371;-177.723;-177.742;-179.484;67.397;147.347;-76.614;-102.116;-73.220;-61.847;-54.266;-106.830;-80.237;14.770;-116.207;-148.547;99.158;160.890;-80.179;-51.835;-61.542;-89.287;-113.862;-96.865;160.352;-60.499;-164.995;-50.711;156.933;-175.852;-60.465;-96.786;-124.712;-40.453;-71.974;-97.600;-112.182;-94.109;-167.682;-109.125;80.746;89.905;-67.712;-136.401;-132.011;-110.034;-178.487;-73.213;-93.643;36.391;-143.398;-173.344;81.604;153.184;-76.092;-116.390;-115.744;-54.786;-126.028;-99.863;-173.741;-71.871;-76.143;2.997;3.016;3.314
700.000;-1892794.472;153305.294;92484.560;183832.949;1271.393;-2615374.827;291686.160;59.210;-160.790;-102.498;-100.679;-57.421;-76.079;-105.661;53.982;-126.288;-166.350;-147.821;122.876;-177.095;-62.742;-91.462;-132.232;-87.250;-69.341;-80.589;-89.468;37.594;-91.544;-71.844;172.540;103.304;36.694;-60.383;-69.363;-107.276;-59.778;-72.121;-113.753;175.139;-177.435;-150.233;67.142;147.450;-76.500;-104.337;-86.040;-59.107;-64.993;-103.715;-91.878;-34.900;-74.548;-156.665;115.521;136.848;-63.093;-51.191;-71.595;-100.946;-101.782;-126.392;173.993;-75.113;-130.351;-77.358;140.926;-167.214;-29.221;-91.130;-127.075;-55.832;-58.832;-106.074;-115.256;-101.485;-166.368;-99.983;78.712;110.772;-89.203;-114.226;-143.050;-92.787;174.870;-75.022;-87.737;39.601;-139.800;161.322;77.607;168.243;-68.344;-104.032;-112.549;-72.121;-119.901;-97.106;178.627;-55.713;-75.473;2.671;2.692;3.055
800.000;-1893878.095;149191.996;91499.689;184132.586;1320.056;-2618898.873;298876.452;87.504;-159.174;-108.627;-103.863;-43.491;-77.013;-89.507;45.017;-139.839;-167.094;-154.710;86.787;173.466;-73.399;-100.850;-118.980;-82.682;-84.773;-81.602;-99.941;49.811;-101.655;-80.940;174.185;108.034;40.908;-82.878;-66.154;-83.648;-73.999;-52.825;-115.516;-176.223;178.054;168.020;65.426;167.323;-77.771;-103.154;-81.395;-62.260;-60.861;-106.851;-85.144;-37.347;-81.267;-162.509;127.504;155.777;-86.016;-54.937;-55.828;-84.559;-110.991;-125.542;177.670;-72.575;-155.987;-48.702;153.498;-164.360;-42.280;-82.918;-142.442;-60.923;-71.777;-101.065;-106.825;-102.201;-164.665;-116.429;79.979;91.552;-78.696;-133.305;-128.717;-95.629;-154.995;-79.570;-107.204;61.613;-145.719;178.864;65.640;153.759;-68.244;-93.903;-116.504;-58.991;-126.444;-104.185;177.187;-39.682;-65.210;2.602;2.621;2.976
900.000;-1895706.606;152954.880;91990.915;184012.016;1225.651;-2620268.851;294378.783;82.977;-156.511;-101.183;-113.208;-40.762;-66.236;-101.866;65.530;-125.989;-165.691;-172.739;105.347;170.920;-78.012;-105.025;-112.688;-81.793;-77.657;-100.743;-116.918;63.294;-108.031;-79.042;176.595;106.661;41.144;-90.702;-73.873;-82.817;-70.055;-57.769;-108.590;170.797;-178.234;-172.405;64.237;158.403;-74.438;-98.275;-80.655;-65.493;-71.399;-103.980;-77.240;-38.998;-70.028;-166.279;129.815;148.477;-74.324;-58.182;-65.946;-96.007;-98.379;-152.891;-174.657;-71.551;-160.111;-67.012;151.519;-169.158;-35.026;-100.575;-127.491;-51.463;-67.133;-101.948;-118.617;-100.596;-160.792;-106.232;75.414;106.380;-75.345;-124.599;-146.498;-92.354;-155.987;-78.344;-101.023;55.165;-137.455;166.874;87.059;144.654;-70.574;-94.690;-114.714;-67.564;-117.541;-99.178;179.497;-43.763;-63.355;2.796;2.819;3.141
