Time[ps];Energy;the_rest_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_RMSDs[A]:CA;____Backbone;__HeavyAtoms
0.000;-2177184.557;48410.296;29881.463;183081.776;346.179;-2808387.981;369483.710;162.643;-104.262;-69.179;-68.751;-91.585;-67.991;-44.144;-49.216;25.872;-148.236;-167.862;79.207;123.166;-126.556;-120.174;-104.823;-11.130;-141.397;-117.920;173.422;-100.602;-110.152;-85.642;171.182;170.080;-89.555;-85.101;-55.522;13.569;-150.573;-113.001;-51.905;28.798;-118.436;-148.723;77.068;138.807;-85.711;-128.817;-155.385;-96.602;-64.773;-47.688;-65.531;98.753;-53.859;-91.275;164.594;86.589;-83.794;-115.205;-131.748;-43.377;-132.631;-167.288;-156.107;71.718;-129.392;-170.198;90.312;-168.327;-50.024;-119.708;-134.032;-92.843;-154.627;-121.829;-128.314;-140.804;-166.506;-137.777;99.803;174.559;-57.222;-109.094;-119.218;-36.006;-64.300;-110.839;-140.850;-163.657;-158.724;-132.284;122.903;-178.574;-60.266;-114.871;-119.462;4.744;-160.068;-113.193;-177.665;105.300;-70.538;68.166;0.000;7.612;22.664;1.557;0.000
100.000;-1680046.970;155548.532;91102.223;185003.635;1138.316;-2379680.442;266840.766;169.254;-78.680;-77.487;-70.517;-107.781;-72.544;-67.091;-74.933;28.138;-143.181;-161.290;108.362;102.078;-92.516;-141.320;-142.357;15.822;-170.873;-127.705;-176.563;-118.878;-96.870;-59.762;172.490;165.969;-85.531;-70.092;-67.107;24.492;-159.879;-48.939;-93.372;29.632;-117.853;-151.609;95.882;124.644;-96.256;-115.251;-161.029;-87.758;-77.865;-53.861;-57.718;86.286;-47.874;-71.001;170.854;81.723;-112.675;-107.277;-83.744;-53.471;-138.574;174.310;169.043;83.913;-147.296;-166.182;103.513;173.812;-70.615;-119.225;-104.144;-104.147;-152.598;-107.945;-112.771;-123.109;-154.948;-146.014;96.918;179.469;-68.175;-109.581;-160.728;-44.695;-60.232;-139.791;-153.153;-173.619;-178.065;-81.596;83.282;177.479;-82.399;-108.045;-120.452;-8.403;-150.656;-119.788;-175.059;38.922;-95.309;65.398;0.000;9.689;24.048;0.865;0.000
200.000;-1670108.487;147772.642;88911.338;184732.452;1199.744;-2358662.003;265937.341;170.995;-81.934;-94.835;-77.757;-100.693;-71.045;-57.397;-71.940;47.857;-124.669;-173.095;99.017;83.376;-93.297;-144.099;-149.720;12.864;-163.859;-132.286;-158.192;-109.656;-87.947;-80.839;176.555;166.772;-89.699;-66.221;-50.430;18.721;-174.526;-55.002;-101.037;34.952;-110.720;-150.719;94.487;147.295;-87.178;-113.488;-169.827;-97.859;-60.614;-62.043;-64.128;89.960;-57.280;-68.544;168.498;73.413;-101.371;-121.092;-79.625;-27.125;-143.342;162.324;-167.606;58.005;-115.141;-162.457;97.128;169.541;-71.611;-112.383;-107.923;-99.613;-154.360;-120.772;-88.710;-110.990;-148.824;-141.979;87.086;163.307;-48.813;-112.083;-126.591;-47.067;-61.124;-136.797;-165.522;-127.657;-144.850;-96.275;79.763;163.276;-74.164;-118.897;-136.108;-35.126;-126.484;-118.150;-169.102;41.905;-82.567;67.474;0.000;8.304;23.356;0.865;0.000
300.000;-1667117.850;143552.673;88611.161;185580.237;1264.291;-2352915.304;266789.091;168.009;-85.435;-122.080;-74.661;-63.352;-96.284;-60.035;-73.165;50.042;-120.794;-171.491;101.569;81.620;-93.870;-138.515;-141.266;20.350;-171.393;-134.210;-165.134;-114.445;-95.636;-74.233;179.515;161.819;-95.529;-65.167;-64.648;-64.954;-75.467;-30.595;-90.400;19.383;-109.748;-141.020;82.293;132.210;-77.638;-107.602;-161.157;-114.796;-61.037;-53.286;-58.110;99.831;-59.075;-73.050;172.959;91.657;-100.354;-119.726;-84.305;-14.647;-154.425;167.057;-168.866;54.937;-107.457;-148.015;87.010;165.990;-69.207;-97.407;-119.404;-93.476;-155.620;-135.831;-123.053;-104.339;-141.244;-110.431;73.081;177.653;-45.844;-110.664;-139.388;-60.126;-75.736;-131.242;-155.883;-148.814;-152.654;-96.323;75.580;163.033;-92.951;-121.090;-75.227;-52.646;-124.307;-117.740;-172.181;-0.631;-68.080;68.858;0.000;7.612;21.280;2.249;0.000
400.000;-1664053.772;141297.637;86813.459;185571.410;1221.307;-2344236.137;265278.553;160.497;-51.000;-124.266;-81.367;-85.762;-70.558;-55.781;-68.721;40.100;-124.044;-153.115;81.066;83.221;-106.047;-149.265;-131.088;-15.873;-140.899;-125.429;177.407;-98.705;-71.153;-89.977;172.488;158.810;-78.406;-54.279;-55.121;-89.074;-95.502;-33.024;-85.901;22.159;-106.514;-140.945;79.877;150.320;-80.963;-130.401;-157.361;-108.878;-52.685;-55.777;-56.674;90.753;-50.179;-68.312;166.849;83.616;-101.379;-118.494;-76.247;-19.267;-144.634;159.173;-169.300;52.933;-112.993;-147.758;92.754;167.350;-74.174;-109.550;-104.940;-101.064;-147.583;-123.571;-91.442;-115.387;-148.309;-128.904;85.269;166.386;-48.238;-96.093;-110.802;-74.320;-80.487;-147.126;-162.590;-156.007;-168.358;-80.582;85.270;154.020;-87.406;-107.288;-77.967;-70.395;-85.324;-120.428;-173.037;40.400;-96.104;65.744;0.000;10.381;23.010;0.865;0.000
500.000;-1663519.613;143021.132;86821.887;185519.172;1173.202;-2346067.219;266012.212;168.354;-54.196;-115.893;-86.300;-79.577;-75.056;-66.868;-69.831;55.608;-120.912;-160.056;78.080;83.130;-127.412;-164.682;-112.752;-64.314;-80.702;-147.605;-134.341;-93.937;-86.894;-74.119;178.516;149.597;-79.389;-47.748;-68.432;-74.742;-97.372;-38.260;-94.414;21.348;-109.758;-141.517;89.467;158.335;-93.488;-118.351;-163.914;-97.701;-66.967;-35.886;-61.333;85.108;-60.098;-77.074;176.155;92.340;-110.233;-113.685;-84.066;-17.920;-143.750;171.168;-170.948;53.498;-102.298;-153.215;94.832;169.435;-69.431;-115.422;-109.386;-94.371;-148.563;-128.042;-82.658;-116.295;-162.896;-90.217;53.297;172.167;-66.364;-116.991;-105.966;-48.154;-63.431;-131.298;-171.274;-170.005;-177.682;-53.079;104.837;120.170;-68.991;-98.195;-69.638;-93.764;-91.261;-119.115;-161.517;44.051;-92.751;65.571;0.000;8.304;24.567;1.557;0.000
600.000;-1665101.536;142455.866;86177.702;185772.324;1218.726;-2344042.340;263316.186;-173.331;-69.007;-115.159;-92.485;-69.226;-83.233;-67.950;-49.000;39.376;-121.007;-172.197;84.793;85.753;-146.579;-122.106;-122.643;-55.921;-73.781;-151.387;-165.986;-104.183;-70.639;-76.554;168.028;134.662;-71.214;-64.077;-69.346;-71.206;-90.141;-34.651;-89.267;33.799;-107.807;-155.868;86.954;114.081;-70.325;-122.320;-157.443;-86.317;-68.368;-49.977;-63.446;95.655;-55.463;-83.417;165.046;102.024;-109.062;-117.498;-89.278;-31.653;-136.591;161.879;-157.532;42.945;-105.770;-147.877;96.986;164.633;-58.396;-118.941;-104.600;-86.508;-146.523;-121.754;-92.615;-120.624;-158.742;-107.448;60.221;127.951;-66.309;-97.766;-77.167;-69.515;-61.896;-118.303;-152.415;-158.883;-155.136;-85.892;93.048;156.298;-80.321;-110.517;-71.440;-86.792;-78.918;-115.620;-161.808;40.495;-99.941;69.896;0.000;8.997;21.107;0.000;0.000
700.000;-1661947.250;141347.188;88079.558;185611.834;1204.766;-2341310.599;263120.003;-176.184;-61.134;-118.434;-91.728;-60.383;-71.437;-77.834;-59.823;46.948;-108.886;-144.872;54.575;103.776;-145.090;-138.942;-128.549;-63.156;-70.735;-117.822;176.971;-84.967;-81.874;-84.507;174.024;159.419;-80.797;-70.654;-63.211;-70.657;-77.273;-40.809;-92.701;35.379;-129.555;-115.249;69.985;148.177;-93.738;-142.966;-151.619;-77.402;-72.757;-49.217;-54.262;85.745;-50.290;-89.420;178.048;75.502;-96.945;-125.899;-74.091;-24.426;-139.564;168.303;-168.278;64.269;-118.096;-164.380;96.412;-179.697;-67.198;-110.227;-113.380;-97.672;-160.980;-118.336;-103.259;-124.112;-153.777;-105.835;71.276;157.078;-81.519;-90.934;-71.162;-88.719;-90.559;-91.050;-112.605;-138.453;-168.619;-121.956;82.740;115.537;-86.806;-86.787;-67.704;-88.351;-96.121;-123.648;-157.893;34.716;-86.240;66.436;0.000;8.997;23.010;1.557;0.000
800.000;-1661962.145;145060.057;87390.996;185056.603;1193.258;-2342785.068;262122.009;176.525;-58.566;-126.525;-88.575;-42.803;-93.421;-70.427;-58.249;45.806;-116.056;-162.076;72.197;89.444;-129.400;-155.661;-122.018;-67.690;-72.929;-114.591;-169.217;-77.283;-101.630;-65.607;168.102;139.911;-77.153;-62.995;-70.273;-75.476;-72.983;-59.310;-94.431;22.758;-110.919;-119.755;85.305;118.921;-80.267;-119.696;-149.766;-83.013;-69.999;-51.996;-57.092;78.127;-60.018;-69.288;169.403;82.291;-96.757;-118.484;-75.674;-28.051;-137.540;170.245;-165.041;49.238;-115.051;-171.042;119.998;160.142;-79.163;-120.889;-108.464;-90.840;-165.455;-108.076;-110.535;-127.719;-150.797;-95.774;68.663;147.771;-74.142;-127.280;-76.398;-78.401;-76.709;-86.468;-91.868;-149.514;-172.840;-96.854;59.689;153.205;-73.649;-122.212;-76.460;-91.344;-93.937;-130.418;-165.300;-2.977;-73.276;65.571;0.000;9.689;23.356;1.384;0.000
900.000;-1662426.713;140916.560;87037.815;185643.996;1171.496;-2341828.234;264631.655;175.025;-75.863;-111.091;-84.460;-75.097;-72.377;-83.029;-43.860;60.038;-139.260;-139.789;57.868;87.410;-144.323;-143.169;-134.884;-47.439;-64.757;-116.881;-175.160;-82.877;-94.037;-77.548;170.657;158.549;-80.409;-58.652;-75.397;-93.830;-78.383;-34.223;-95.825;13.958;-104.476;-141.498;75.511;134.323;-76.473;-119.888;-161.506;-61.354;-60.930;-69.779;-57.567;92.032;-72.503;-58.311;170.286;93.008;-92.955;-117.124;-88.358;-10.871;-144.496;170.483;-173.274;57.673;-117.147;-161.391;104.171;165.908;-72.183;-109.600;-91.444;-89.923;-160.542;-110.792;-135.971;-107.203;-145.577;-95.991;62.016;156.894;-76.000;-120.692;-95.913;-70.060;-63.144;-91.315;-97.011;-132.381;-169.014;-103.132;55.733;163.992;-78.696;-119.089;-72.984;-82.754;-84.591;-131.461;-162.434;-0.183;-67.973;68.858;0.000;7.612;22.145;1.384;0.000
