____Time[ps] Energy[ kJ/mol ]_____Bond _______Angle ____Dihedral ___Planarity _____Coulomb _________VdW _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _RMSDs[A]:CA ____Backbone __HeavyAtoms
       0.000 -1492431.335    26906.766    19297.192   145664.647      248.680 -1949473.688   264925.068    28498.799       -4.021       26.777       62.498       18.706       30.931       14.221        8.799       16.543       11.876       20.258       22.984       44.777       25.839       32.778       15.577       21.084       26.315       23.135       26.245       31.216       14.187        8.792       25.610       19.341        9.666       16.231       66.436        0.000       11.073       21.799        0.692        0.000        0.490        0.552        0.668
      50.000 -1134494.439   117894.491    67667.123   148536.261      945.421 -1662623.483   193085.749    29304.937        0.894       26.943       59.276       19.158       33.405       15.894        8.663       16.359       11.775       18.819       23.291       43.525       25.636       32.258       16.710       20.121       26.647       23.056       25.499       31.823       13.751        8.502       22.896       19.394        9.645       13.630       67.993        0.000        9.689       20.934        1.384        0.000        1.206        1.245        1.455
     100.000 -1127187.905   113804.729    66430.843   149120.518     1032.496 -1644686.491   187109.999    28991.730        2.366       27.039       61.162       18.404       33.706       15.991       10.443       16.894       11.908       20.060       23.475       45.440       25.965       31.628       16.463       20.539       25.876       23.377       24.443       30.747       13.585        8.342       22.237       19.025       10.848       16.222       67.128        0.000       10.381       20.934        1.557        0.000        1.197        1.238        1.520
     150.000 -1123108.770   109903.196    66178.488   149485.299      996.885 -1636166.970   186494.333    29555.645        6.009       27.093       60.178       20.781       33.778       15.742        9.837       17.259       12.220       19.258       23.578       43.987       25.944       31.865       16.282       20.266       26.569       24.609       24.673       31.505       13.391        8.909       22.321       18.790       10.642       13.115       68.685        0.000        9.689       21.626        0.000        0.000        1.396        1.440        1.708
     200.000 -1120687.673   106953.645    65129.708   149885.180     1060.407 -1628998.782   185282.168    29051.243        6.360       27.063       64.391       20.225       34.179       15.527       10.594       18.701       11.984       19.961       23.534       44.900       25.526       31.736       16.343       21.037       26.327       24.003       24.897       29.919       13.853        9.021       23.479       18.428       11.458       15.485       68.166        0.000        6.920       24.221        0.692        0.000        1.467        1.500        1.786
     250.000 -1116572.207   106248.108    65385.702   149592.365     1110.336 -1622875.143   183966.426    29059.805       10.039       27.061       57.460       20.607       32.374       15.318       10.266       18.030       12.225       19.496       23.849       46.153       25.875       30.643       17.387       21.084       26.315       26.350       24.912       29.993       13.084        8.751       26.320       17.886       11.242       14.747       67.993        0.000        8.304       23.702        0.000        0.000        1.575        1.607        1.912
     300.000 -1117714.601   106743.571    64278.128   149447.698     1122.741 -1620512.122   181205.383    29032.443        9.562       27.040       64.880       21.174       33.112       15.653       10.238       17.053       12.053       19.371       23.444       45.491       25.591       30.919       16.855       20.454       26.846       22.950       25.288       31.333       13.622        9.042       25.891       18.199       11.860       15.763       66.436        0.000        8.304       25.260        0.000        0.000        1.340        1.378        1.706
     350.000 -1114286.685   103379.891    64854.969   149743.599     1117.255 -1618421.368   185038.969    29198.495       11.920       27.110       62.212       22.248       32.997       15.181        9.111       17.649       11.756       19.581       23.023       45.331       26.275       31.712       16.429       19.726       26.743       24.202       25.200       31.637       14.709        9.329       24.847       18.046       10.103       15.286       68.166        0.000        6.920       24.221        0.692        0.000        1.386        1.419        1.756
     400.000 -1115605.197   102610.710    64468.061   149702.355     1084.461 -1618703.451   185232.667    28807.930        8.639       27.033       56.089       19.838       35.229       17.402        8.270       17.417       12.030       19.271       23.120       44.720       25.830       32.716       16.666       20.394       26.150       24.671       24.964       31.273       14.803        8.940       25.400       18.749       12.997       14.698       66.782        0.000        9.689       21.799        1.730        0.000        1.404        1.439        1.767
     450.000 -1114177.065   104027.003    63938.850   150471.876     1133.759 -1616521.346   182772.793    29096.006        6.622       27.086       56.358       19.565       34.670       16.542        9.655       18.317       11.112       19.776       23.547       44.822       25.418       32.186       16.689       20.941       26.739       24.938       24.576       30.318       14.246       10.231       22.921       18.610       12.806       12.850       68.512        0.000        8.997       20.934        1.557        0.000        1.404        1.440        1.796
     500.000 -1114100.645   103802.921    64170.270   150054.104     1130.081 -1613203.466   179945.445    28942.147        6.532       27.054       57.364       18.942       31.188       14.405        9.195       16.762       11.693       19.483       23.272       44.690       26.109       32.392       16.757       20.381       25.909       24.865       24.763       32.005       14.171        9.249       23.569       18.738       10.742       11.737       69.204        0.000        8.304       21.107        1.384        0.000        1.799        1.823        2.124
     550.000 -1113413.545   101495.398    64534.624   149971.337     1121.683 -1612054.313   181517.726    28600.041        4.957       27.058       59.080       20.430       35.166       15.450       10.322       15.185       11.584       19.214       23.503       44.310       25.724       32.573       15.932       20.142       26.068       23.368       25.088       30.752       14.133        8.631       23.391       19.654       12.520       14.509       69.550        0.000        8.304       21.280        0.865        0.000        1.648        1.676        2.003
     600.000 -1112797.903   102492.884    64299.343   150034.543     1069.345 -1612601.046   181907.028    29137.052        3.440       27.167       58.284       20.879       33.771       15.750        9.536       17.814       11.586       19.910       22.598       42.807       26.230       32.554       16.070       20.396       26.641       25.530       25.175       31.287       14.527        9.848       22.101       19.250       12.433       14.616       64.879        0.000       12.457       20.934        1.730        0.000        1.649        1.676        2.024
     650.000 -1112756.331   102754.470    64336.608   149903.588     1141.970 -1609641.931   178748.964    29251.695        1.132       27.077       56.685       21.152       35.512       15.626        9.173       17.660       12.291       20.032       22.353       44.253       26.361       33.130       16.481       20.454       26.039       22.482       25.219       30.105       13.013        9.926       22.328       19.475       13.330       14.930       69.723        0.000        6.920       22.491        0.865        0.000        1.734        1.762        2.076
     700.000 -1111772.494   102471.689    64463.842   150248.840     1107.179 -1612318.610   182254.567    29273.758        5.479       27.094       62.599       21.647       33.703       14.309        9.637       17.338       12.084       19.014       23.317       43.810       26.067       32.888       16.065       20.630       26.310       23.088       25.280       31.389       14.779       10.308       21.930       19.183       13.485       12.032       68.512        0.000        8.304       21.626        1.557        0.000        1.680        1.711        2.055
     750.000 -1112829.788   104493.416    64124.188   149985.300     1115.591 -1609470.224   176921.941    29515.744       10.998       27.162       56.149       21.968       32.716       14.127        9.046       17.574       12.208       19.854       22.883       43.733       26.086       32.754       16.207       20.977       25.716       23.384       24.936       31.442       14.210        8.208       22.010       19.778       11.872       12.409       64.706        0.000       10.381       24.048        0.865        0.000        1.762        1.787        2.131
     800.000 -1110640.309   103541.887    64208.253   149835.062     1055.993 -1608837.803   179556.300    29084.184        5.732       26.955       61.593       20.730       31.819       14.979        8.914       17.389       12.066       19.430       23.711       45.331       25.835       33.432       16.369       21.308       25.737       23.579       25.639       30.871       13.477        8.886       21.411       19.895       10.297       12.386       66.609        0.000       11.765       20.934        0.692        0.000        1.733        1.755        2.138
     850.000 -1113444.393   102622.525    63396.177   150038.100     1144.383 -1612757.505   182111.926    29138.189        0.112       27.022       62.718       22.026       31.856       15.016        9.329       16.837       11.829       19.412       23.675       46.170       26.162       33.291       16.002       20.713       25.650       25.042       25.204       32.218       13.879        9.048       25.189       20.420       11.109       14.697       69.550        0.000        4.844       24.740        0.865        0.000        1.690        1.720        2.133
     900.000 -1112362.496   104229.212    64112.425   150217.073     1101.524 -1612953.444   180930.714    28729.805        3.588       26.976       66.041       21.610       35.395       15.233        9.879       16.604       12.015       20.202       23.313       44.787       26.435       33.386       16.575       20.531       26.429       22.890       25.208       31.069       14.286        8.249       24.579       19.292       11.547       14.787       68.685        0.000        6.920       21.972        2.422        0.000        1.599        1.631        2.018
     950.000 -1113312.632   103810.402    63665.640   149803.271     1012.387 -1610218.813   178614.482    28789.914       12.948       27.108       76.205       21.004       35.101       14.605        8.916       17.008       11.397       19.663       23.408       45.199       26.280       32.860       16.096       20.787       26.304       23.627       25.277       30.406       15.196       10.126       22.842       19.524       12.928       15.783       64.533        0.000        7.612       24.913        2.941        0.000        1.742        1.776        2.135
