____Time[ps] Energy[ kJ/mol ]_____Bond _______Angle ____Dihedral ___Planarity _____Coulomb _________VdW _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _RMSDs[A]:CA ____Backbone __HeavyAtoms
       0.000 -1491891.624    26862.917    19384.691   145630.226      250.575 -1948099.677   264079.643    28450.315       12.215       26.758       63.261       19.524       31.226       14.509        8.998       16.621       11.702       19.933       23.064       44.904       25.641       33.226       16.001       20.756       26.192       22.676       25.993       31.526       14.049        8.359       26.232       19.584        9.695       16.033       69.723        0.000        6.920       21.972        1.384        0.000        0.480        0.550        0.661
      50.000 -1128915.365   120192.705    68067.035   148860.400     1011.557 -1656668.069   189621.008    29133.884        1.788       26.970       62.470       20.645       32.989       14.880        8.461       15.587       11.553       19.943       24.219       45.616       26.869       33.465       16.647       21.149       26.266       22.954       25.919       29.805       14.226        8.142       26.150       18.946       11.557       14.772       65.052        0.000        8.997       24.394        1.557        0.000        1.176        1.222        1.447
     100.000 -1121797.643   113520.984    67277.826   148998.074      975.279 -1639375.395   186805.589    28966.370        4.337       26.844       67.654       20.911       36.492       14.760        8.551       15.208       12.261       19.629       23.852       43.923       26.141       32.926       16.100       21.085       26.756       24.210       24.766       30.050       14.288        8.391       26.680       18.844        8.936       15.582       70.069        0.000        5.536       23.702        0.692        0.000        1.269        1.310        1.561
     150.000 -1117369.747   112284.652    66976.143   149261.285     1007.696 -1629318.065   182418.543    29019.869        3.938       27.024       64.908       21.189       33.928       13.963        8.855       16.447       12.072       20.063       23.573       43.775       26.154       31.640       14.445       20.704       26.309       21.999       25.324       30.965       14.549        8.949       24.871       18.354       10.047       17.966       71.626        0.000        4.844       23.529        0.000        0.000        1.365        1.399        1.691
     200.000 -1115442.888   108176.676    66138.034   149763.178     1082.390 -1624467.524   183864.358    29111.705        2.422       27.049       54.577       20.255       35.781       15.377        9.115       16.306       11.914       19.628       24.440       45.042       26.231       32.911       16.080       20.388       26.218       23.028       25.163       30.307       14.937       10.341       26.330       17.757       10.074       14.283       68.858        0.000        6.228       23.356        1.557        0.000        1.429        1.458        1.789
     250.000 -1112158.835   105767.097    66009.539   149961.407     1162.229 -1618908.134   183849.026    28557.265       10.354       26.796       53.022       19.819       34.724       14.104        7.920       15.715       11.186       20.073       23.524       43.703       26.520       32.860       16.976       20.821       26.833       21.570       26.057       30.422       13.917       10.300       22.484       18.715       10.286       17.054       68.858        0.000        6.920       24.221        0.000        0.000        1.497        1.529        1.842
     300.000 -1110270.920   105567.091    64749.004   149802.168     1101.841 -1610936.232   179445.208    28878.619       -2.294       26.778       60.613       20.262       34.725       13.426        8.740       16.751       11.930       19.684       24.032       43.713       25.960       32.990       16.593       21.418       25.962       22.559       25.852       31.183       14.872        8.129       24.011       18.651       11.422       13.356       67.647        0.000       11.765       19.896        0.692        0.000        1.503        1.533        1.873
     350.000 -1110227.087   105861.612    64867.719   149731.527     1072.028 -1610723.154   178963.182    28601.277       10.451       26.594       54.000       18.797       33.110       15.758        8.469       16.680       11.924       19.632       23.883       44.724       26.356       32.998       15.789       21.246       26.783       24.118       26.488       30.273       13.526        9.024       24.077       17.879        9.855       14.333       68.339        0.000        8.997       21.280        1.384        0.000        2.002        2.022        2.290
     400.000 -1108089.807   106038.384    65159.053   149695.947     1108.663 -1608585.611   178493.757    28805.677        1.220       26.548       46.274       20.060       33.832       16.171        8.343       16.499       11.746       19.351       23.751       44.921       25.694       33.604       16.528       21.581       26.512       25.614       25.480       31.206       13.167        8.584       25.653       17.999       11.427       15.606       64.533        0.000        9.689       24.394        1.384        0.000        1.692        1.720        2.077
     450.000 -1108859.887   104602.468    64221.091   150320.130     1118.190 -1609455.960   180334.194    28992.880       19.603       26.557       44.066       19.686       32.862       14.452        8.846       16.486       11.723       19.768       23.699       43.572       25.973       33.261       16.456       20.589       26.727       23.126       25.469       30.163       14.238        8.785       22.887       17.861       11.093       13.606       69.550        0.000        6.920       22.664        0.865        0.000        1.669        1.693        2.080
