____Time[ps] Energy[ kJ/mol ]_____Bond _______Angle ____Dihedral ___Planarity _____Coulomb _________VdW _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _RMSDs[A]:CA ____Backbone __HeavyAtoms
       0.000 -1486656.885    26561.523    19253.770   145835.803      248.387 -1939007.044   260450.675    28359.646        6.418       26.772       62.288       19.343       31.815       14.320        8.022       16.285       11.932       20.144       23.381       44.747       26.050       32.861       15.541       21.030       26.493       22.844       26.215       30.854       14.456        8.682       26.087       19.471        8.770       16.204       68.512        0.000        8.997       22.491        0.000        0.000        0.489        0.555        0.670
      50.000 -1118795.423   118790.307    68264.807   148722.713     1077.104 -1642149.932   186499.579    29418.357        2.829       26.910       71.354       21.363       32.083       14.097        8.927       15.949       11.537       19.958       23.332       44.343       26.295       32.479       17.296       21.237       26.553       24.893       25.712       29.877       14.782        8.821       24.914       18.451       12.132       14.928       64.360        0.000       12.457       20.934        2.249        0.000        1.364        1.394        1.600
     100.000 -1112271.000   113745.931    68355.623   149517.091     1089.072 -1628787.668   183808.951    29248.834        7.458       26.841       75.393       19.794       32.273       16.059        9.535       16.105       11.801       19.797       23.986       45.099       25.949       31.188       16.871       21.440       26.284       23.929       25.199       30.333       13.807        8.665       25.361       17.557        9.429       13.354       67.301        0.000        8.304       23.529        0.865        0.000        1.288        1.326        1.576
     150.000 -1108596.851   112622.815    67285.575   149914.986     1119.801 -1620732.786   181192.759    29498.138       12.672       27.087       73.547       20.105       31.516       14.382        9.337       15.756       11.743       19.660       23.426       46.514       26.477       31.094       17.895       21.184       26.220       23.935       25.086       30.612       13.576        8.782       23.976       17.641       11.283       13.550       68.685        0.000        6.920       22.664        1.730        0.000        1.370        1.397        1.709
     200.000 -1104039.090   108947.776    66357.304   149654.923     1018.953 -1611660.163   181642.117    29049.186        8.161       27.061       72.209       19.367       31.197       13.263        8.875       16.220       11.438       20.301       23.297       46.982       27.093       31.488       18.668       20.625       26.526       23.625       25.071       29.413       14.013       10.617       24.039       18.426        9.359       14.474       68.166        0.000        8.997       22.837        0.000        0.000        1.602        1.635        1.919
     250.000 -1102189.196   106640.177    65868.949   149873.165     1067.422 -1606269.377   180630.467    28974.194        4.831       26.833       67.935       19.535       33.876       14.023        8.124       16.145       11.832       19.664       24.203       44.788       26.316       32.293       18.435       21.869       26.363       23.637       24.764       29.940       16.167       10.191       25.647       17.639       11.167       14.122       71.453        0.000        5.536       22.318        0.692        0.000        1.631        1.660        1.998
     300.000 -1101249.501   106900.161    65622.401   149732.106     1127.947 -1600613.392   175981.276    29059.296        6.529       26.919       77.470       21.614       32.110       14.105        8.047       16.707       11.976       20.811       23.014       45.887       26.215       31.575       18.124       21.053       26.089       24.356       25.436       29.043       16.420       10.100       26.311       18.522       11.678       14.644       68.858        0.000        7.612       22.837        0.692        0.000        1.445        1.470        1.883
     350.000 -1099703.334   104455.691    65891.721   149778.678     1104.119 -1601759.797   180826.254    28797.681        4.292       26.891       67.996       20.017       33.437       13.793        8.602       17.769       11.387       20.080       23.513       45.049       26.207       31.331       16.177       21.051       26.196       24.381       25.570       30.083       14.230       10.268       26.091       18.451       11.789       15.991       67.820        0.000        8.997       20.761        2.422        0.000        1.611        1.632        2.067
     400.000 -1098960.780   105401.490    64608.447   149999.259     1097.818 -1596788.250   176720.456    28486.263        5.848       26.717       62.357       19.959       31.893       13.978        9.428       18.552       12.276       19.748       23.583       45.476       25.762       31.920       17.943       21.676       26.775       23.711       24.800       29.800       13.973        9.380       25.575       18.902       12.826       13.344       72.664        0.000        6.228       20.242        0.865        0.000        1.789        1.806        2.196
     450.000 -1098717.427   102008.685    65172.821   150022.262     1155.287 -1597637.305   180560.823    28915.919        4.791       26.886       53.068       18.765       31.519       15.052        8.292       18.246       11.258       19.884       23.695       45.175       26.269       31.786       16.244       20.706       26.957       23.268       25.180       28.995       13.815        9.504       25.887       18.388       12.394       14.612       69.377        0.000        5.536       22.837        2.249        0.000        1.681        1.700        2.130
