____Time[ps] Energy[ kJ/mol ]_____Bond _______Angle ____Dihedral ___Planarity _____Coulomb _________VdW _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _RMSDs[A]:CA ____Backbone __HeavyAtoms
       0.000 -1486776.906    26668.435    19327.503   145790.394      251.601 -1941093.505   262278.666    28394.475        6.835       26.783       62.175       19.605       32.032       14.208        8.206       16.536       11.905       19.930       23.265       44.665       25.955       33.222       16.285       20.692       26.421       22.816       26.605       30.895       14.468        8.588       26.039       19.336        8.754       16.265       68.166        0.000        8.997       21.280        1.557        0.000        0.493        0.559        0.674
      50.000 -1149350.988   113959.827    65085.580   149207.469      945.371 -1674860.312   196311.076    28972.446        5.652       26.925       71.051       19.300       32.329       14.683        9.163       16.114       11.318       20.386       24.285       45.158       26.345       31.397       16.368       21.190       26.377       23.238       25.931       31.771       13.999        8.811       26.607       18.608        9.069       16.517       67.820        0.000        8.304       21.280        2.595        0.000        1.138        1.180        1.385
     100.000 -1142720.186   108979.814    65849.031   148500.383     1013.658 -1661051.625   193988.553    29049.228        2.054       26.929       69.618       19.954       34.266       13.968       10.366       16.099       11.880       20.125       23.993       45.625       26.518       31.985       16.951       21.509       26.834       21.918       26.554       32.358       14.851        8.773       23.899       18.244       10.192       15.806       67.820        0.000        7.612       23.702        0.865        0.000        1.036        1.091        1.361
     150.000 -1138509.172   107756.858    64304.056   149249.144     1106.565 -1650408.012   189482.217    28980.762        3.930       26.846       70.215       20.185       32.320       13.645        9.235       17.245       11.659       19.953       23.327       45.662       26.719       32.507       16.705       20.247       26.064       22.493       25.817       33.174       14.351        8.690       24.665       17.632        9.337       12.714       68.339        0.000        7.612       24.048        0.000        0.000        1.216        1.264        1.528
     200.000 -1133135.093   104751.842    64174.214   149789.425     1070.495 -1640348.374   187427.304    29129.123        9.311       26.975       73.536       20.476       31.763       13.713        8.812       16.335       11.993       19.777       23.488       44.532       26.797       32.716       16.412       19.639       26.692       23.861       25.614       32.392       14.009        9.739       24.940       17.265        9.544       14.872       66.609        0.000        5.536       25.260        2.595        0.000        1.412        1.458        1.713
     250.000 -1132912.156   102192.788    63018.250   149593.949      995.871 -1638868.899   190155.884    28731.078       10.095       26.922       63.612       20.701       31.373       14.966        8.475       16.842       11.777       19.767       23.344       43.683       26.660       33.232       16.717       19.996       26.350       24.799       25.576       31.887       14.493        8.304       23.279       17.537        8.087       15.815       68.685        0.000        8.997       20.934        1.384        0.000        1.515        1.554        1.809
     300.000 -1131627.401   103611.318    63490.839   149591.189     1124.415 -1637058.056   187612.896    28724.506        5.669       26.712       72.440       19.425       31.763       14.964       10.378       16.755       11.931       19.867       23.085       43.994       26.258       32.505       15.852       20.858       26.434       24.860       25.316       31.960       13.784        8.585       25.008       17.945        8.502       17.727       70.069        0.000        5.536       23.702        0.692        0.000        1.425        1.453        1.746
     350.000 -1128130.627   101490.785    63374.627   149968.525     1111.119 -1627573.246   183497.563    28337.171        2.511       26.682       67.366       19.442       32.338       15.165       10.187       15.640       11.854       20.378       23.197       44.499       26.241       31.316       16.078       21.171       26.235       24.346       25.185       32.199       14.283       10.467       25.472       17.534        8.868       15.592       69.896        0.000        3.460       23.010        3.633        0.000        1.450        1.484        1.811
     400.000 -1128530.863   103639.386    63576.970   149041.251     1068.710 -1629023.441   183166.261    28759.655        0.593       26.612       71.437       19.577       31.716       15.643        8.904       15.976       11.608       20.088       23.625       44.825       26.113       30.971       15.747       20.947       26.273       25.310       25.480       30.165       13.886        9.778       27.770       18.952        8.890       14.708       65.744        0.000       11.765       20.934        1.557        0.000        1.296        1.328        1.685
     450.000 -1127968.238   100473.165    62571.611   149783.411     1005.891 -1627462.074   185659.758    28753.059        1.584       26.620       68.678       19.879       31.209       14.738        9.147       16.826       11.659       19.667       23.590       42.924       26.136       32.708       16.812       19.795       25.850       23.109       25.731       30.104       13.788        9.083       28.230       17.978        8.512       15.565       69.896        0.000        7.612       20.761        1.730        0.000        1.460        1.495        1.791
     500.000 -1125813.602    99748.954    62035.174   149193.818     1131.312 -1623792.554   185869.694    28633.349       12.347       26.659       65.466       20.638       30.285       14.692        8.936       16.361       12.053       20.702       23.627       46.238       26.317       32.222       16.497       21.369       26.116       23.170       25.433       29.896       14.089        8.745       26.359       17.649        9.059       15.714       67.301        0.000       10.381       20.242        2.076        0.000        1.491        1.529        1.851
     550.000 -1127156.177   101134.631    62322.722   149779.033     1086.788 -1623459.661   181980.310    28582.585        2.741       26.725       61.046       20.631       31.055       13.789       10.329       16.624       12.265       19.984       24.235       45.512       26.306       32.737       16.757       20.156       26.309       23.356       26.163       29.189       14.413        8.364       25.020       18.093        8.473       14.516       67.647        0.000        8.304       20.934        3.114        0.000        1.580        1.617        1.914
     600.000 -1127417.908   100499.138    62612.296   149761.294     1114.623 -1627145.543   185740.284    28459.636        3.572       26.715       51.389       20.899       30.757       14.374        9.142       16.259       11.938       20.307       24.014       45.064       26.947       32.181       17.096       20.925       26.374       23.587       25.561       29.830       14.868        8.716       24.686       17.869        8.791       10.333       65.225        0.000       11.765       21.626        1.384        0.000        1.762        1.798        2.052
     650.000 -1127038.034    99222.845    63098.816   149264.587     1027.711 -1625336.818   185684.825    28493.261        5.436       26.778       44.724       19.990       29.756       13.967        9.893       16.348       11.527       20.545       23.897       44.785       26.281       32.523       16.265       21.165       26.570       23.701       26.351       29.459       14.453        9.305       24.270       18.167        8.507       14.052       66.090        0.000       10.381       22.837        0.692        0.000        1.643        1.684        1.969
