____Time[ps] Energy[ kJ/mol ]_____Bond _______Angle ____Dihedral ___Planarity _____Coulomb _________VdW _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _Your result _RMSDs[A]:CA ____Backbone __HeavyAtoms
       0.000 -1490193.721    26755.926    19373.231   145837.565      261.390 -1945605.984   263184.151    28598.115       18.207       26.783       62.558       19.411       30.173       14.482        8.558       17.068       12.019       19.844       23.312       44.722       25.749       33.166       15.292       20.429       25.997       22.817       26.061       31.958       14.122        8.511       26.140       19.596        9.158       16.175       70.242        0.000        7.612       20.761        1.384        0.000        0.504        0.571        0.667
      50.000 -1127389.702   116801.434    67348.459   149001.498     1071.163 -1654396.595   192784.340    29189.167        9.378       27.025       63.301       18.469       34.983       14.234       11.091       16.649       11.833       21.158       24.013       45.538       25.762       32.449       15.945       20.847       26.857       24.067       25.587       29.892       13.354        8.420       23.189       19.438        8.660       15.279       68.512        0.000        6.920       23.702        0.865        0.000        1.257        1.294        1.513
     100.000 -1122024.234   113273.411    67997.772   148624.502     1038.034 -1638419.297   185461.343    29064.218       10.049       27.052       62.496       19.317       33.299       14.735        9.874       18.337       11.717       20.074       23.791       45.684       25.859       32.533       15.480       21.058       26.495       24.189       25.793       29.697       13.927        8.648       23.802       18.340        9.871       14.844       68.512        0.000        8.997       20.934        1.557        0.000        1.518        1.543        1.788
     150.000 -1117592.105   109099.154    67107.085   149121.516     1073.417 -1627278.956   183285.679    29326.201       -1.774       26.992       62.657       18.926       34.790       14.304        8.060       18.590       12.049       19.885       23.222       46.526       25.924       33.552       18.435       21.145       26.405       22.776       25.001       30.731       14.444        8.840       23.809       17.985        8.977       15.076       68.858        0.000        7.612       22.837        0.692        0.000        1.566        1.591        1.882
     200.000 -1113752.731   108459.713    66143.588   149537.589     1107.163 -1621955.411   182954.628    29211.838        8.300       27.037       58.280       19.759       34.107       14.269       10.227       18.000       11.582       19.461       23.560       46.515       26.643       33.534       17.073       21.088       26.372       24.660       26.384       31.362       14.564        8.122       22.992       17.486        7.563       14.044       69.031        0.000        5.536       24.740        0.692        0.000        1.527        1.553        1.841
     250.000 -1110410.492   104100.182    65355.955   149916.232     1136.023 -1615792.622   184873.738    28939.450       13.911       26.919       50.083       19.388       35.182       13.976        8.576       19.349       12.330       20.017       23.435       45.916       26.324       32.905       17.379       20.699       26.008       23.867       25.372       30.727       13.944        9.233       21.113       17.984        7.066       10.278       69.550        0.000        4.844       24.913        0.692        0.000        1.721        1.742        2.017
     300.000 -1109773.356   106383.582    65020.724   149733.529     1113.749 -1612940.095   180915.154    29292.971       10.822       26.911       51.179       20.204       34.896       15.161        9.775       18.316       11.696       20.809       23.933       46.375       25.565       31.945       18.169       20.166       26.781       22.246       25.653       32.478       15.902        9.390       24.742       18.156        8.585       16.131       69.204        0.000        6.920       23.183        0.692        0.000        1.738        1.764        2.060
     350.000 -1108064.494   105286.054    65248.138   149915.728     1135.320 -1608820.973   179171.239    29271.724        5.372       27.013       56.000       20.019       34.157       15.076        9.681       17.794       11.426       19.428       23.984       46.003       26.116       32.789       18.010       20.429       26.399       22.942       25.262       32.653       15.160        8.577       24.290       18.096        8.780       12.462       68.166        0.000        8.997       21.972        0.865        0.000        1.936        1.961        2.221
     400.000 -1109566.716   105915.044    64262.835   149589.031     1067.559 -1610466.327   180065.141    29057.256        6.540       27.104       62.593       19.324       35.893       13.651       10.014       18.545       11.497       19.782       23.777       45.925       26.379       31.927       18.560       20.900       27.317       23.625       25.164       30.824       14.346        9.038       22.398       17.353        7.479       13.168       71.453        0.000        4.844       23.702        0.000        0.000        1.622        1.651        2.015
     450.000 -1107020.340   104700.798    65096.804   150089.102     1027.259 -1606901.544   178967.240    29057.285       11.031       26.955       60.422       17.900       33.907       14.646        8.796       17.859       11.480       20.707       24.345       45.326       26.302       32.102       18.869       20.434       26.598       22.720       25.928       31.199       13.729        8.687       23.795       17.744        9.011       13.256       67.301        0.000        8.304       23.702        0.692        0.000        1.734        1.767        2.074
     500.000 -1107181.819   104699.909    64396.088   149663.426     1075.374 -1605273.970   178257.355    28951.648        2.681       26.991       59.761       19.389       33.228       16.427        9.921       17.260       11.416       19.923       24.370       45.300       26.569       31.677       18.665       20.905       26.568       23.479       25.278       31.876       13.318       10.298       23.068       17.581        9.360       15.435       69.896        0.000        5.536       23.702        0.865        0.000        1.786        1.822        2.100
     550.000 -1106121.210   103379.583    64662.395   149382.464     1201.368 -1605119.496   180372.476    28880.396        6.714       26.880       58.462       18.693       33.419       15.663        9.301       18.060       11.835       19.742       23.434       45.573       26.411       31.944       18.089       20.520       25.507       23.335       26.149       31.104       15.761        9.929       23.479       17.896        8.613       12.615       71.972        0.000        6.228       21.799        0.000        0.000        1.872        1.904        2.196
     600.000 -1107642.956   104248.538    64319.297   150295.678     1134.373 -1605930.430   178289.589    29378.042        1.556       27.078       64.264       18.844       32.606       16.553        9.391       17.334       11.988       18.992       24.371       45.090       25.891       30.653       17.576       21.896       26.302       24.036       25.459       31.181       14.866       10.542       21.625       17.575       10.661       14.873       68.858        0.000        8.997       22.145        0.000        0.000        1.988        2.019        2.319
     650.000 -1106038.429   103251.487    63600.192   150166.879     1167.767 -1602518.256   178293.501    29151.875        7.500       27.062       66.677       19.733       32.623       16.499        9.249       16.765       12.176       20.135       23.659       45.599       26.283       30.811       19.375       20.630       26.336       23.806       25.481       30.790       14.573       10.352       22.811       18.606       10.935       13.148       70.588        0.000        9.689       19.723        0.000        0.000        1.844        1.877        2.172
     700.000 -1106686.407   103332.356    64596.194   150150.737     1124.165 -1606474.815   180584.956    28701.220       -0.325       27.106       62.240       19.949       33.649       16.920        9.320       16.443       12.747       19.857       23.508       45.579       26.892       33.005       18.336       21.193       25.490       23.254       25.271       30.427       14.674        9.995       22.588       17.691       11.454       13.198       70.069        0.000        5.536       23.702        0.692        0.000        1.573        1.605        2.015
     750.000 -1107617.609   102129.345    63821.711   150839.089     1143.315 -1605597.290   180046.221    28814.313        5.960       27.145       62.077       20.055       35.077       14.911        9.213       15.847       11.462       20.550       23.847       45.013       26.013       31.972       17.897       20.816       25.905       23.058       25.598       31.630       15.440       10.178       24.408       17.781       10.508       11.087       70.242        0.000        7.612       21.280        0.865        0.000        1.798        1.826        2.169
     800.000 -1105314.448   101034.257    63459.646   150587.963     1055.807 -1602911.987   181459.867    28771.961        8.735       27.027       58.568       20.234       35.088       17.094        8.579       16.017       11.948       20.352       24.375       44.088       25.798       30.970       18.509       20.629       26.201       24.541       25.197       31.159       15.112       10.019       24.215       17.575       10.340       10.952       68.858        0.000        7.612       22.145        1.384        0.000        1.618        1.658        2.018
     850.000 -1106718.123   102331.893    64014.241   150395.237     1156.858 -1606016.775   181400.422    29100.293        2.460       27.076       59.749       20.004       35.695       16.732        9.240       16.029       11.493       19.827       23.268       44.213       26.201       31.593       17.979       21.039       26.042       24.208       25.397       31.346       16.139        8.242       23.166       17.528        8.920       14.271       69.550        0.000        7.612       19.723        3.114        0.000        2.071        2.100        2.391
     900.000 -1106466.483   102024.547    64620.236   150110.726     1185.060 -1603557.793   179150.742    29063.418        4.795       27.148       63.908       20.551       35.756       17.573        9.100       16.250       11.393       19.890       24.057       43.026       26.064       32.499       18.946       21.656       26.197       25.662       25.040       30.376       15.821        8.497       23.172       18.791       10.152       13.670       68.512        0.000        8.304       21.626        1.557        0.000        1.967        2.003        2.316
     950.000 -1106645.347   101487.725    65242.762   150219.459     1110.588 -1605669.925   180964.044    28561.191        2.600       27.037       60.116       20.729       35.451       17.062       10.786       17.053       11.779       20.089       23.809       42.934       25.858       31.489       19.004       20.454       26.069       23.309       25.307       31.216       16.638       10.315       23.585       18.728       10.906       15.024       72.664        0.000        6.228       21.107        0.000        0.000        1.956        1.996        2.318
    1000.000 -1105798.661   103716.973    64124.057   150438.677     1076.415 -1604486.355   179331.573    29079.348        4.164       27.101       57.670       21.734       34.567       15.324        9.583       16.123       11.485       20.065       23.528       43.767       26.632       32.871       19.190       20.328       25.494       22.680       25.446       32.775       15.863        9.992       24.960       18.536        9.928       12.356       68.512        0.000        6.920       22.318        2.249        0.000        1.746        1.780        2.158
