0,-78.513,66.883,91.004,-174.89,-102.3,172.48,-104.4,-6.5586,-172.24,-137.03,97.767,54.354,-78.271,-36.665,-67.671,179.54,-108.01,-109.26,-84.067,-121.36,-83.706,132.31,-118.73,-109.47,-65.884,-158.28,-87.632,-81.426
0.05,-72.386,64.609,120.1,173.74,-92.706,115.87,-120.5,-1.0317,126.49,-130.26,92.389,52.973,-67.043,-47.036,-77.735,165.24,-126.86,-118.38,-70.944,-127.62,-79.36,152.46,-152.16,-109.82,-64.904,-154.28,-80.91,-88.318
0.1,-59.95,58.831,102.46,173.01,-74.796,110.41,-116.6,-13.196,131.57,-125.42,84.403,52.811,-89.045,-36.833,-85.759,178.24,-113.53,-119.07,-86.796,-113.37,-70.934,131.34,-152.85,-112.29,-72.378,-158.03,-89.063,-93.164
0.15,-16.738,73.966,93.909,171.92,-76.706,161.84,-104.04,-2.3442,141.12,-165.18,111.72,89.058,-79.575,-36.021,-97.747,176.88,-105.53,-121.26,-72.837,-115.95,-85.212,154.24,-132.12,-120.29,-89.076,-146.38,-81.735,-97.378
0.2,-121.21,57.12,98.458,116.08,-83.328,138.38,-84.704,47.929,143.2,-126.04,100.24,62.997,-78.519,-12.552,-88.907,172.17,-102.93,-147.93,-79.023,-122.99,-80.511,144.28,-167.37,-104.87,-80.831,-132.62,-76.341,-101.83
0.25,-86.452,93.381,130.07,93.628,-93.582,102.2,-97.944,-145.88,87.002,-163.22,112.4,61.71,-87.22,-44.815,-86.534,-168.7,-111.82,-164.29,-83.967,-140.82,-88.344,-178.84,118.98,-121.81,-69.2,-140.31,-72.803,-90.502
0.3,-79.349,68.454,101.42,123.86,-68.247,126.14,-110.97,161.12,93.633,-154.55,112.71,66.738,-81.754,-16.92,-89.451,169.87,-86.519,-136.06,-86.032,-129.03,-84.897,138.81,144.25,-120.36,-84.373,-150.89,-77.628,-96.735
0.35,-66.918,80.392,138.9,121.04,-95.226,95.626,-89.074,3.1635,103.53,158.97,120.83,40.482,-69.684,-55.406,-96.548,161.21,-133.82,-149.56,-90.665,-136.5,-79.629,144.15,154.01,-122.34,-88.491,-140.86,-81.929,-98.523
0.4,-89.385,133.46,144.61,120.18,-80.195,118.89,-69.509,5.9843,90.104,-160.47,124.74,58.126,-105.71,-69.385,-88.137,-151.27,-106.95,-135.72,-77.151,-128.72,-84.122,132.5,179.82,-102.9,-102.14,-139.78,-85.18,-103.14
0.45,-91.243,164.51,152.19,98.005,-89.857,140.45,-84.879,18.42,89.27,136.32,132.03,71.362,-114.58,-58.306,-88.014,-128.45,-123.31,-159.8,-83.552,-108.49,-86.93,128.21,-165.8,-150.16,-104.41,-153.18,-84.099,-86.913
0.5,-83.384,169.03,116.99,107.85,-91.396,101.38,-99.591,-12.616,101.83,111.05,160.1,35.811,-100.23,-54.415,-84.359,-125.58,-131.68,-148.38,-85.593,-121.76,-71.701,133.05,-128.24,-149.7,-107.14,-137.65,-72.437,-97.765
0.55,-87.894,91.666,122.01,99.221,-76.352,86.201,-58.783,-2.9641,115.57,152.26,114.06,47.199,-119.67,-31.068,-78.572,178.34,-141.34,-145.35,-67.139,-123.65,-75.211,119.45,-106.01,-126.38,-102.44,-132.63,-91.201,-90.17
0.6,-94.028,96.407,132.79,139.44,-105.95,110.81,-85.445,62.387,105.97,157.49,120.77,49.307,-105.3,-35.219,-82.388,-165.43,-105.13,-122.72,-75.526,-124.36,-75.639,120.51,-116.5,-128.08,-92.626,-144.77,-85.939,-90.301
0.65,-85.331,111.16,102.09,134.67,-128.24,110.35,-59.45,21.452,130.62,123.04,111.51,54.092,-73.876,-32.462,-76.618,-176.38,-145.73,-132.45,-43.879,-131.74,-73.428,125.68,-117.77,-122.52,-105.53,-136.5,-80.114,-100.33
0.7,-86.557,104.11,137.18,160.47,-104.18,151.39,-53.195,11.863,72.215,63.276,157.85,79.608,-84.389,-37.919,-79.901,163.49,-123.33,-114.75,-53.252,-114,-81.967,120.45,-117.16,-168,-111.72,-135.65,-82.345,-97.389
0.75,-62.223,141.76,120.38,95.382,-133.39,-134.7,-80.535,-106.72,99.387,54.438,169.86,69.294,-78.345,-27.272,-92.365,-147.58,-126.43,-170.99,-43.402,-120.22,-77.9,141.69,-122.6,-172.66,-115.17,-137.77,-81.279,-96.224
0.8,-19.864,67.986,130.78,105.38,-70.229,-143.13,-104.2,-81.015,78.579,38.704,168.19,68.709,-62.258,-36.125,-110.62,173.61,-134.24,-148.08,-88.229,-109.85,-87.231,173.52,-111.13,-149.66,-111.33,-116.95,-83.824,-92.718
0.85,-31.725,-153.66,127.71,115.62,-48.375,101.65,-130.04,-90.488,82.632,41.918,144.96,126.8,-107.83,-30.871,-103.98,-107.18,-118.91,-145.32,-85.702,-122.66,-97.618,-171.87,-108.55,-149.22,-143.56,-128.73,-80.334,-86.253
0.9,-51.205,-120.91,128.7,126.12,-46.856,162.21,-94.36,-13.007,64.196,55.869,162.35,-142.88,-102.93,-33.106,-92.674,-81.186,-103.93,-135.81,-72.665,-115.63,-78.382,154.49,-98.49,-154.61,-118.34,-107.89,-81.478,-88.773
0.95,-18.087,-129.37,111.1,98.661,-42.337,-69.386,-124.37,12.136,74.754,47.668,144.27,168.44,-142.98,-25.418,-91.078,-76.341,-107.74,-152.29,-88.921,-106.52,-92.714,120.06,-97.823,-160.34,-137.9,-115.8,-121.11,-96.485
1,-21.321,78.369,151.09,94.503,-27.033,64.254,-117.8,-32.582,33.199,139.9,135.33,-111.99,-122.25,-40.066,-105.4,163.44,-113.7,-148.66,-71.283,-135.79,-63.118,141.21,-111.76,-133.3,-125.24,-90.429,-60.56,-99.756
1.05,-22.352,125.62,144.33,73.97,-40.805,-72.145,-178.78,-141.54,68.034,-163.94,136.79,103.58,-179.53,-34.601,-97.853,-154.71,-118.66,177.91,-85.967,-95.108,-70.572,146.57,-131.77,-104.76,-117.87,-137.73,-136.03,-95.45
1.1,-34.637,76.687,125.07,122.19,-2.9415,-46.954,-165.35,-100.77,64.885,122.56,137.83,66.204,-143.53,-31.427,-80.364,151.78,-130.61,-133.38,-71.942,-111.18,-79.398,164.32,-99.503,-140.39,-115.19,-140.93,-120.8,-90.285
1.15,-93.941,117.66,131.05,110.06,-45.309,-56.434,-131.16,-11.138,95.367,-178.49,127.66,88.911,-125.5,-45.829,-92.136,-159.42,-128.37,-137.79,-66.864,-92.665,-59.894,137.06,-96.887,-123.67,-115.18,-149.62,-88.457,-92.779
1.2,-36.484,91.896,126.89,123.92,-61.17,131.8,-113.05,-40.197,81.384,166.98,132.03,143.27,-66.233,-24.594,-98.961,-161.62,-125.65,-129.47,-79.238,-114.6,-64.726,-177.13,-109.94,-123.21,-120.71,-118.45,-85.428,-94.181
1.25,-42.136,85.796,114.22,150.56,-64.76,94.93,-118.42,-75.129,30.547,99.969,140.15,-129.57,-100.63,-31.274,-86.149,179.85,-157.64,-119.22,-72.109,-127.7,-90.17,-154.69,-143.01,-149.49,-117.26,-113.59,-73.663,-96.852
1.3,-80.519,95.528,-111.54,121.51,-68.43,-52.03,-84.941,-54.34,29.881,100.51,117.58,136.88,-81.537,-33.913,-92.492,-157.18,-96.727,-140.68,-81.463,-105.81,-78.529,175.84,-103.86,-149.87,-143.74,-121.02,-85.614,-89.706
1.35,-53.834,73.222,-135.26,137.14,7.2627,179.59,-106.38,-88.782,46.442,123.78,129.9,107.89,-73.569,-22.6,-80.981,-170.65,-39.422,-128.03,-85.96,-109.73,-79.151,-173.38,-93.483,-146.69,-134.71,-127.5,-73.888,-97.258
1.4,-72.757,123.82,-93.307,90.255,5.6496,-160.29,-115.18,7.1543,50.166,154.06,163.99,172.41,-71.164,-29.517,-65.587,-153.16,-50.092,-154.13,-91.821,-114.52,-84.052,141.25,-61.646,-133.76,-116.24,-117.06,-74.784,-110.61
1.45,-59.294,128.25,-105.18,94.16,-20.303,-56.909,-78.003,-8.8802,55.91,154.96,121.79,146.5,-59.282,-27.446,-90.143,-135.6,-44.166,-165.54,-77.811,-104.58,-79.404,134.62,-61.978,-132.22,-136.69,-123.71,-75.462,-98.293
1.5,-69.922,171.38,-107.28,143.79,-19.6,113,-106.33,21.256,85.843,160.48,140.17,82.415,-69.891,-137.64,-80.25,-114.57,-52.838,-134.4,-84.635,-116.93,-87.423,111.99,-64.472,-126.09,-127.75,-136.62,-92.013,-106.33
1.55,-67.883,113.43,-110.21,147.54,7.0663,-85.599,-94.977,135.79,70.771,173.86,135.76,102.2,-67.291,81.541,-92.4,-145.79,-79.068,-124.44,-83.973,-101.02,-74.596,108.75,-69.899,-118.49,-126.47,-126.89,-91.433,-135.79
1.6,-39.69,86.907,-96.815,144.68,-11.375,-79.194,-92.739,33.64,50.257,146.75,136.41,124.72,-44.323,73.467,-95.139,-161.31,-67.461,-132.36,-100.76,-93.019,-81.011,107.27,-56.79,-138.21,-133.38,-131.92,-81.283,-128.38
1.65,-46.712,113,-81.615,123.3,9.7801,105.13,-104.19,7.2697,38.796,146.95,173.69,-44.821,-27.634,106.47,-98.633,-138.38,-75.006,-145.77,-85.739,-129.98,-68.369,108.37,-74.082,-128.41,-121.46,-105.9,-88.378,-141.84
1.7,-31.274,93.445,-70.832,100.17,-26.577,152.49,-105.17,9.1911,60.479,-161.62,149.41,150.94,-41.161,101.04,-99.645,-154.61,-73.926,-165.03,-112.2,-118.01,-81.977,118.65,-82.879,-120.11,-115.64,-118.53,-86.037,-128.38
1.75,-54.52,107.13,-59.491,84.758,-12.858,-176.34,-115.51,19.988,30.632,-131.51,135.89,114.17,-41.909,-178.26,-88.999,-163.92,-94.985,-166,-95.325,-104.95,-71.678,122.83,-89.432,-101.67,-119.13,-128.4,-96.653,-120.64
1.8,-46.202,108.35,-54.66,123.39,-52.044,57.547,-66.682,48.645,70.693,-135.44,134.03,165.3,-34.576,94.485,-89.475,-140.72,-92.068,-131.54,-60.798,-117.91,-76.281,126.72,-82.062,-115.38,-114.79,-118.03,-93.822,-145.75
1.85,-71.81,76.211,-49.33,164.66,-62.426,179.15,-117.35,39.844,59.626,-152.1,142.26,-75.695,-45.879,88.02,-86.058,-179.03,-74.496,-110.14,-73.997,-114.19,-66.441,113.35,-67.848,-110.2,-111.06,-98.861,-76.065,-120.74
1.9,-37.302,110.36,-62.312,83.287,-71.745,87.468,-99.541,-6.8771,61.163,99.49,136.57,-39.671,-14.953,41.751,-81.931,-172.95,-90.842,179.46,-74.971,-122.74,-90.418,137.62,-79.67,-141.95,-114.67,-98.637,-69.7,-131.24
1.95,-25.537,149.28,-72.853,105.5,-27.985,84.026,-94.078,18.955,60.648,167.27,169.34,150.67,-52.335,87.877,-86.862,-129.85,-98.703,-151.59,-81.653,-124.53,-83.659,132.26,-70.935,-122.38,-117.16,-117,-97.299,-119.77
2,-17.542,-149.95,-26.138,133.02,-44.344,161.88,-78.743,3.9573,86.935,-107.56,114.8,119.71,-22.876,75.039,-88.775,-89.428,-71.366,-144.43,-97.705,-120.81,-85.494,150.81,-79.501,-105.69,-105.5,-121.22,-88.502,-149.16
2.05,-29.427,111.81,-33.728,117.88,-18.844,121.06,-79.66,28.257,80.703,98.217,122.22,128.47,-30.996,68.035,-99.95,-162.51,-73.906,-132.84,-80.321,-121.94,-79.103,106.76,-79.01,-141.53,-140.38,-111.34,-93.457,-140.3
2.1,-26.777,150.69,-71.794,148.85,-35.83,72.639,-57.41,42.942,98.188,107.95,115.3,149.85,-12.476,65.652,-91.612,-134.44,-65.344,-127.26,-73.584,-120.19,-76.327,118.4,-92.695,-149.82,-132.93,-117.49,-82.423,-139.76
2.15,-25.387,139.85,-105.6,131.85,-59.1,129.02,-67.281,17.561,127.8,53.828,143.35,147.7,-12.652,48.613,-97.485,-129.46,-118.53,-154.29,-82.349,-128.77,-80.673,132.98,-101.81,-144.4,-107.56,-113.28,-86.578,-141.38
2.2,-18.419,-169.62,-51.332,144.29,-33,70.261,-96.322,46.251,144.82,58.678,129.75,177.54,-47.649,104.6,-90.247,-102.68,-92.304,-123.62,-65.094,-137.02,-92.796,100.28,-97.348,-147.02,-117.5,-112.12,-112.32,-129.24
