Time[ps];Energy;the_rest_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_Your;result;_RMSDs[A]:CA;____Backbone;__HeavyAtoms
0.000;-2262714.956;45561.456;27110.863;181650.493;354.555;-2898867.564;381475.241;167.686;-67.378;168.873;-146.416;-96.000;-175.741;-117.466;-31.702;-15.144;-82.644;-68.376;129.603;156.513;-92.310;-124.288;-104.826;-72.010;-77.167;-101.271;-90.077;5.722;-161.664;-121.926;87.108;153.901;-96.631;-167.091;-104.459;-75.338;-57.826;-59.190;-101.583;94.091;-115.918;-49.753;101.150;172.452;-82.542;-103.871;-88.626;7.156;-167.207;-158.442;-117.731;57.181;-106.097;-130.071;76.368;146.547;-60.792;-66.319;-62.495;-28.195;-140.914;-63.619;-68.308;91.212;-136.189;-76.004;101.996;147.798;-66.119;-109.375;-122.637;-40.990;-65.727;-148.745;-165.624;54.414;-113.585;81.552;119.832;167.566;-74.857;-120.522;-136.364;-105.654;-131.543;-90.459;-103.681;166.213;-177.679;-149.186;86.973;156.338;-61.218;-68.659;-62.726;14.458;-158.745;-113.126;-121.494;-7.062;-72.944
100.000;-1772308.726;154683.589;90688.802;183965.703;1258.150;-2481807.424;278902.453;164.946;-75.928;-170.186;-160.648;-87.646;-172.485;-123.428;-47.142;-32.701;-64.401;-96.633;157.236;170.996;-85.627;-128.563;-127.378;-88.170;-92.317;-71.448;-71.468;-60.354;-107.104;-116.972;92.581;163.695;-108.574;-163.400;-108.992;-66.165;-76.010;-45.816;-104.210;75.516;-117.580;-94.937;157.509;119.359;-55.061;-84.602;-72.993;-16.525;-146.582;-173.273;-115.204;45.668;-93.233;-146.651;95.849;139.755;-76.968;-68.702;-65.246;13.064;-156.774;-65.241;-66.098;61.041;-107.952;-101.204;138.530;126.368;-70.014;-113.802;-104.284;-40.968;-80.441;-128.297;-173.905;55.041;-79.504;69.860;124.951;160.543;-73.633;-114.261;-143.553;-101.356;-146.721;-86.705;-113.182;-173.430;174.512;-132.746;91.164;119.486;-67.250;-49.139;-66.471;-3.608;-145.928;-149.614;-128.589;-35.999;-69.874
200.000;-1765294.477;148966.091;88941.071;183694.684;1238.306;-2463832.031;275697.402;166.947;-62.605;-172.334;-144.590;-89.479;-170.089;-102.778;-63.851;61.647;-126.453;-91.501;148.374;146.413;-74.793;-116.853;-131.127;-73.144;-118.401;-63.187;-77.978;-58.103;-69.512;-135.959;101.481;159.619;-106.574;-157.465;-113.625;-75.778;-68.367;-44.345;-102.268;63.855;-112.418;-63.021;152.329;111.144;-51.843;-83.531;-77.555;-6.162;-149.226;-171.996;-115.618;42.341;-95.896;-127.286;81.150;148.657;-77.153;-86.021;-58.930;19.723;-150.592;-56.526;-77.530;71.304;-120.274;-98.401;143.031;127.333;-78.198;-93.596;-134.500;-50.822;-63.820;-127.875;-173.915;69.129;-74.231;59.752;125.362;161.713;-69.131;-144.135;-127.303;-102.037;-130.682;-107.674;-129.774;176.232;177.685;-110.732;81.293;136.698;-67.899;-63.212;-68.895;-2.196;-149.600;-141.390;-124.136;-36.495;-58.108
300.000;-1760560.453;144869.154;88068.886;183787.948;1267.796;-2453294.691;274740.453;170.402;-56.425;-178.400;-158.732;-81.208;-166.584;-108.204;-67.800;56.694;-124.969;-91.733;136.387;154.139;-81.810;-113.867;-109.924;-86.806;-126.209;-53.153;-71.055;-74.833;-92.112;-134.622;100.908;168.948;-116.413;-163.179;-103.564;-85.843;-71.014;-37.924;-106.084;67.468;-116.283;-64.282;151.266;110.487;-67.491;-68.779;-66.344;-14.592;-155.814;-172.076;-123.667;46.050;-86.937;-137.290;96.782;145.722;-80.237;-77.679;-63.084;13.657;-152.347;-68.934;-65.537;85.470;-128.700;-110.523;143.908;123.604;-80.436;-115.902;-124.948;-36.248;-72.655;-125.339;-174.201;64.576;-77.466;71.062;119.237;158.936;-64.496;-151.301;-127.478;-78.972;-130.628;-91.323;-145.332;-178.241;166.902;-94.744;69.985;147.003;-67.805;-73.540;-66.108;-16.688;-130.295;-120.978;-90.191;-14.496;-67.345
400.000;-1757862.626;140999.847;87341.877;184195.614;1281.822;-2445711.430;274029.644;148.051;-63.503;174.850;-143.472;-88.931;-164.971;-91.047;-62.848;54.583;-126.096;-90.058;144.623;144.908;-68.426;-114.135;-129.056;-70.232;-127.301;-71.628;-68.343;-63.940;-90.190;-143.242;88.420;132.627;-88.395;-160.183;-94.410;-81.175;-69.134;-47.691;-117.940;59.442;-118.799;-71.447;150.608;118.317;-64.281;-45.060;-75.436;-33.826;-138.495;-165.651;-124.890;40.456;-90.752;-139.352;90.562;142.260;-76.005;-58.428;-68.650;-50.128;-129.306;-71.053;-74.134;77.805;-114.795;-91.750;143.237;125.103;-77.758;-111.567;-117.233;-51.050;-82.326;-115.095;-177.266;75.121;-73.853;76.942;120.494;165.480;-57.828;-159.985;-122.369;-83.366;-133.893;-96.014;-140.596;-176.014;170.124;-98.842;66.023;146.177;-58.710;-66.918;-71.512;0.992;-148.505;-117.211;-88.600;-31.158;-79.036
500.000;-1756678.272;140745.198;86869.415;184251.794;1235.740;-2439251.477;269471.058;164.515;-65.834;-169.688;-156.134;-94.914;-179.501;-84.242;-62.894;45.306;-122.666;-89.768;143.916;166.634;-83.446;-101.834;-133.339;-72.652;-99.565;-63.533;-77.902;-42.203;-74.717;-129.482;89.050;161.810;-107.457;-156.331;-105.035;-83.835;-58.023;-60.377;-110.917;62.616;-126.062;-64.272;159.720;120.746;-67.809;-54.814;-56.764;-42.750;-149.920;-153.170;-126.396;47.170;-92.549;-113.570;74.921;140.378;-83.801;-60.008;-64.768;-26.286;-140.489;-66.302;-60.483;63.044;-103.580;-105.600;142.594;132.561;-83.286;-106.002;-137.854;-53.192;-68.781;-124.895;177.631;62.447;-68.742;76.123;117.490;154.715;-64.096;-163.606;-118.176;-77.341;-125.170;-97.404;-147.376;175.535;-169.958;-117.348;71.031;158.372;-60.924;-73.344;-72.570;8.809;-160.842;-99.314;-85.451;-28.537;-66.803
600.000;-1757214.937;142746.549;86980.164;183763.460;1260.532;-2440044.470;268078.828;166.353;-58.976;164.515;-146.986;-78.446;-167.131;-116.161;-63.027;43.786;-122.475;-84.609;138.311;160.176;-80.895;-114.847;-146.220;-62.121;-85.148;-88.760;-76.325;-43.125;-70.220;-140.889;99.867;173.794;-88.136;-152.914;-133.305;-83.622;-61.358;-50.534;-110.507;48.359;-115.000;-64.780;156.151;136.164;-65.124;-47.684;-60.986;-40.881;-134.874;-145.688;-138.314;39.673;-90.520;-137.811;86.432;132.483;-68.141;-64.189;-62.516;-52.453;-123.001;-76.116;-60.749;65.166;-129.353;-104.673;150.719;121.912;-84.961;-109.809;-119.675;-61.910;-83.671;-128.496;-137.681;65.611;-64.946;69.397;118.041;159.310;-60.754;-146.996;-121.400;-80.706;-122.519;-87.033;-167.102;-168.546;169.396;-129.332;72.614;174.461;-69.060;-93.647;-58.117;1.572;-156.358;-110.523;-80.595;-20.499;-60.582
700.000;-1757199.375;140064.750;85615.257;184269.321;1229.103;-2439940.792;271562.986;171.814;-64.783;-172.942;-151.467;-84.977;-160.946;-115.641;-62.834;55.998;-135.810;-84.784;126.437;155.015;-85.072;-101.807;-116.185;-85.795;-99.968;-77.027;-69.941;-85.423;-99.251;-99.741;143.180;163.555;-93.951;-172.280;-116.071;-74.892;-61.163;-43.808;-101.020;53.302;-116.267;-68.349;132.641;151.553;-71.430;-53.963;-64.595;-4.769;-162.621;-161.203;-132.001;50.109;-96.659;-126.951;85.513;141.169;-77.076;-69.225;-65.561;-66.636;-129.566;-59.818;-58.168;47.365;-129.160;-103.746;150.922;133.777;-70.106;-106.229;-134.500;-77.506;-73.481;-148.335;-146.136;75.392;-73.444;59.830;110.141;168.057;-63.407;-156.472;-115.427;-66.669;-125.749;-87.855;-167.999;-174.706;175.557;-123.231;81.167;-176.624;-66.994;-93.736;-64.889;0.707;-157.220;-93.863;-75.742;-13.786;-63.505
800.000;-1756932.485;146474.511;86705.236;183168.734;1207.915;-2439297.205;264808.324;167.883;-71.656;-154.277;-158.681;-62.972;-157.650;-108.813;-72.495;34.112;-154.417;-102.079;154.036;173.546;-81.654;-99.516;-124.517;-87.284;-83.243;-82.154;-70.464;-82.100;-105.353;-95.865;153.292;165.867;-84.688;-154.961;-127.796;-76.384;-69.247;-36.929;-96.562;43.582;-110.130;-78.086;152.854;158.616;-88.525;-52.577;-51.657;-24.924;-154.749;-163.103;-123.775;39.056;-88.036;-130.454;88.815;139.701;-70.989;-69.248;-66.881;-62.595;-131.021;-62.133;-78.120;58.756;-134.769;-83.087;146.022;129.079;-94.636;-108.916;-110.131;-76.340;-79.776;-134.554;-138.396;71.718;-71.147;70.553;103.089;160.176;-47.635;-156.145;-119.249;-76.270;-139.629;-94.535;-146.407;170.884;177.465;-104.387;69.465;165.367;-72.441;-83.419;-75.855;14.691;-167.355;-103.512;-71.740;-30.316;-75.486
900.000;-1755658.092;142001.273;86638.948;183886.228;1322.504;-2438730.375;269223.330;174.863;-62.951;-168.807;-147.919;-76.979;-151.312;-110.120;-85.597;43.681;-132.979;-89.146;130.139;167.518;-82.582;-98.391;-106.201;-89.061;-76.289;-92.085;-81.253;-94.503;-155.352;-75.617;175.491;166.161;-110.812;-148.892;-134.693;-75.123;-63.250;-31.186;-98.566;36.088;-111.274;-62.999;152.190;148.822;-84.218;-50.355;-50.116;-31.795;-152.277;-153.264;-128.736;51.596;-106.126;-115.478;69.406;144.787;-76.314;-65.212;-65.943;-50.463;-129.342;-82.801;-61.503;62.814;-130.529;-85.075;150.519;135.792;-91.574;-93.503;-121.937;-63.180;-71.936;-144.828;-137.200;61.001;-74.744;65.923;118.773;166.444;-55.658;-154.552;-113.441;-89.563;-118.930;-91.815;-162.639;-170.870;-178.053;-89.710;79.152;133.897;-68.920;-92.733;-71.342;29.169;-162.787;-80.968;-74.238;-15.412;-57.676
